Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR5642565_1	(0.0, 0.0022937996686500455)	(1.0, 0.0027686308102495773)	(2.0, 0.0031567139548261177)	(3.0, 0.003173150417419947)	(4.0, 0.003276334877036769)	(5.0, 0.0036151086338318196)	(6.0, 0.004830493728964467)	(7.0, 0.007081375967508401)	(8.0, 0.008509521939550069)	(9.0, 0.0107028765590156)	(10.0, 0.015954326357744263)	(11.0, 0.02338269431334463)	(12.0, 0.027883545653621732)	(13.0, 0.03396412367652804)	(14.0, 0.048120483653869464)	(15.0, 0.06760043123799025)	(16.0, 0.08794511938190865)	(17.0, 0.1059065204497217)	(18.0, 0.13904608158612594)	(19.0, 0.19723572485233778)	(20.0, 0.2610749455667733)	(21.0, 0.3195640977069171)	(22.0, 0.42631344343297806)	(23.0, 0.6095781750805603)	(24.0, 0.7967155199426111)	(25.0, 0.9494522617325868)	(26.0, 1.0894973149896932)	(27.0, 1.2270321551539976)	(28.0, 1.339529697103845)	(29.0, 1.3584900698426388)	(30.0, 1.4230360584486088)	(31.0, 1.6005726828822415)	(32.0, 1.775331545137517)	(33.0, 1.9170193315171957)	(34.0, 2.095640762482021)	(35.0, 2.326529231358415)	(36.0, 2.499061866069037)	(37.0, 2.5953841025529343)	(38.0, 2.624209092258458)	(39.0, 2.689168731839706)	(40.0, 2.803722657887404)	(41.0, 2.9221683730225965)	(42.0, 2.9991622426329605)	(43.0, 3.0549941666537688)	(44.0, 3.1253431396921716)	(45.0, 3.1673501723979474)	(46.0, 3.1803788084139897)	(47.0, 3.1609810431428382)	(48.0, 3.1340435072251727)	(49.0, 3.076309519227534)	(50.0, 3.012925040644861)	(51.0, 2.925111412963703)	(52.0, 2.813400994944738)	(53.0, 2.6839812016177316)	(54.0, 2.5656815883722617)	(55.0, 2.439177440882039)	(56.0, 2.259926858654594)	(57.0, 2.048566733613292)	(58.0, 1.8879359240942244)	(59.0, 1.7286419468661214)	(60.0, 1.5237240020247895)	(61.0, 1.3294641900387458)	(62.0, 1.1899934998356125)	(63.0, 1.0742104916406205)	(64.0, 0.9322204569765775)	(65.0, 0.9040693622374008)	(66.0, 0.7990978938819058)	(67.0, 0.6518226233571356)	(68.0, 0.553554492329491)	(69.0, 0.43399292401153966)	(70.0, 0.375849850722677)	(71.0, 0.3437530918241702)	(72.0, 0.3247972847694304)	(73.0, 0.32097124153231116)	(74.0, 0.32232542342268056)	(75.0, 0.2898834988097033)	(76.0, 0.24504482885373524)	(77.0, 0.22440885006718178)	(78.0, 0.20816688561404545)	(79.0, 0.1986045169316795)	(80.0, 0.20219040518756676)	(81.0, 0.2148327843326543)	(82.0, 0.21300377130068532)	(83.0, 0.2034085296931317)	(84.0, 0.1851604036667374)	(85.0, 0.14762043623924057)	(86.0, 0.1184429757247601)	(87.0, 0.10759034472877851)	(88.0, 0.10158281765073367)	(89.0, 0.092121807154363)	(90.0, 0.07528082495336268)	(91.0, 0.05659530639461034)	(92.0, 0.05116579491778185)	(93.0, 0.04890212876388716)	(94.0, 0.045349113433187586)	(95.0, 0.043566670378567804)	(96.0, 0.043135669803885154)	(97.0, 0.035648861092395616)	(98.0, 0.023452092710963025)	(99.0, 0.018092892768563695)	(100.0, 0.01745004445378279)
SRR5642565_2	(0.0, 0.006171345964418299)	(1.0, 0.006182336785370068)	(2.0, 0.005088750100669051)	(3.0, 0.0045868359438716)	(4.0, 0.005214228639868414)	(5.0, 0.0062491976128266616)	(6.0, 0.0087358708531644)	(7.0, 0.012257513066460385)	(8.0, 0.014447434141100363)	(9.0, 0.01757890221060855)	(10.0, 0.024889629947026898)	(11.0, 0.0351953563928023)	(12.0, 0.041313580055953716)	(13.0, 0.04916194211726277)	(14.0, 0.06740212538846942)	(15.0, 0.09017602230228078)	(16.0, 0.11251120227976737)	(17.0, 0.13143006874474575)	(18.0, 0.1685424074918858)	(19.0, 0.29631344876143845)	(20.0, 0.35315980652747975)	(21.0, 0.3301358684370156)	(22.0, 0.38416399653067407)	(23.0, 0.48730643985080435)	(24.0, 0.5995428716067775)	(25.0, 0.7108304291539146)	(26.0, 0.845039343795966)	(27.0, 1.0664595067885585)	(28.0, 1.2760993415243465)	(29.0, 1.3770839203309462)	(30.0, 1.658856512973194)	(31.0, 2.3232507236058844)	(32.0, 2.580859996385669)	(33.0, 2.3862583524171384)	(34.0, 2.4128973546989885)	(35.0, 2.614335289299519)	(36.0, 2.894495894868841)	(37.0, 2.9250210682588875)	(38.0, 2.9220214900408004)	(39.0, 3.068681173017714)	(40.0, 3.1924369010328872)	(41.0, 3.3167989560038995)	(42.0, 3.3813379725344332)	(43.0, 3.3889536955522632)	(44.0, 3.407128849799505)	(45.0, 3.5407405965031766)	(46.0, 3.5397477590105337)	(47.0, 3.387799659352327)	(48.0, 3.309106297239407)	(49.0, 3.1685886513710404)	(50.0, 3.0247856659398407)	(51.0, 2.892630203012278)	(52.0, 2.7281195950061994)	(53.0, 2.5219153077195857)	(54.0, 2.351488890336217)	(55.0, 2.2086466858365514)	(56.0, 2.014187006638648)	(57.0, 1.8067334293705162)	(58.0, 1.652044951688335)	(59.0, 1.471071009798253)	(60.0, 1.22825080251082)	(61.0, 1.0135377880040446)	(62.0, 0.8812751645722023)	(63.0, 0.7773587842767183)	(64.0, 0.6325611295493836)	(65.0, 0.525532515121057)	(66.0, 0.4549888467438735)	(67.0, 0.449925741892092)	(68.0, 0.47949379795758856)	(69.0, 0.40650558782038254)	(70.0, 0.2813183053762416)	(71.0, 0.23211789538564762)	(72.0, 0.18756110724717606)	(73.0, 0.1383368838111866)	(74.0, 0.1267882786961153)	(75.0, 0.13141999382553995)	(76.0, 0.11966989032635292)	(77.0, 0.0992013181071751)	(78.0, 0.08887818952822606)	(79.0, 0.08730741803386907)	(80.0, 0.088119822882554)	(81.0, 0.08712515358641891)	(82.0, 0.09150407983395287)	(83.0, 0.09785677434407537)	(84.0, 0.10330547383091485)	(85.0, 0.10216242845193088)	(86.0, 0.09129708603936124)	(87.0, 0.08542066043714873)	(88.0, 0.08003424226903594)	(89.0, 0.059257927063208586)	(90.0, 0.033269215021004786)	(91.0, 0.019429939639235647)	(92.0, 0.015513543773421954)	(93.0, 0.013918042931923487)	(94.0, 0.010860762903839742)	(95.0, 0.007745781065759208)	(96.0, 0.006177757276640164)	(97.0, 0.0056437865587333855)	(98.0, 0.0052728463516111814)	(99.0, 0.011758346614900878)	(100.0, 0.018087227679627862)
SRR5642566_1	(0.0, 0.007121831434918303)	(1.0, 0.007417544564652763)	(2.0, 0.004697866496856123)	(3.0, 0.001990546589705103)	(4.0, 0.0022995006058455845)	(5.0, 0.0026411154751209173)	(6.0, 0.00406053849784633)	(7.0, 0.006230278416912913)	(8.0, 0.007420192741933968)	(9.0, 0.009549327276022087)	(10.0, 0.014461696132655745)	(11.0, 0.021369025207796512)	(12.0, 0.025539021699932614)	(13.0, 0.031176108405855798)	(14.0, 0.04461384265644595)	(15.0, 0.06270354166435135)	(16.0, 0.08183927069833238)	(17.0, 0.09991131519102975)	(18.0, 0.13302853754400817)	(19.0, 0.18989726193210643)	(20.0, 0.2533696577337674)	(21.0, 0.3134241393911542)	(22.0, 0.4235388816466634)	(23.0, 0.6157744841180731)	(24.0, 0.8157118688489848)	(25.0, 0.981799368845785)	(26.0, 1.131933366174851)	(27.0, 1.285821596162904)	(28.0, 1.4106390186836588)	(29.0, 1.4141346126948482)	(30.0, 1.4653909666983145)	(31.0, 1.646045207193258)	(32.0, 1.823460726873289)	(33.0, 1.9713852616240706)	(34.0, 2.160512786693107)	(35.0, 2.3975546660367297)	(36.0, 2.5722972921142655)	(37.0, 2.6685170481752967)	(38.0, 2.6809467096075084)	(39.0, 2.7232901816082022)	(40.0, 2.8284369432841725)	(41.0, 2.9353359155945395)	(42.0, 3.001441482339478)	(43.0, 3.0565368106749298)	(44.0, 3.1268097257347227)	(45.0, 3.1694912817016503)	(46.0, 3.1890533672779053)	(47.0, 3.183495725890418)	(48.0, 3.153977376462596)	(49.0, 3.0825110161747404)	(50.0, 3.014578207105771)	(51.0, 2.9213967931120415)	(52.0, 2.8018545397354453)	(53.0, 2.6629143877740296)	(54.0, 2.537532020766618)	(55.0, 2.405302350035773)	(56.0, 2.2257947703035907)	(57.0, 2.018835302148686)	(58.0, 1.8578049380332256)	(59.0, 1.6999647448158552)	(60.0, 1.498404910137326)	(61.0, 1.3034010796812976)	(62.0, 1.1624747947589782)	(63.0, 1.0422978615606537)	(64.0, 0.8873194652585049)	(65.0, 0.7974897609770193)	(66.0, 0.6838291093419776)	(67.0, 0.58251514291767)	(68.0, 0.5098526892244705)	(69.0, 0.4161239852592919)	(70.0, 0.36182575828548247)	(71.0, 0.3264955424511778)	(72.0, 0.2929590253620087)	(73.0, 0.2762022422523094)	(74.0, 0.273516107763408)	(75.0, 0.2565386432136083)	(76.0, 0.22948662956034774)	(77.0, 0.2137908828146509)	(78.0, 0.20490889621349223)	(79.0, 0.20064091716195157)	(80.0, 0.20787838567148248)	(81.0, 0.2271959562121062)	(82.0, 0.2295342967514094)	(83.0, 0.21948005034043774)	(84.0, 0.19863006787975726)	(85.0, 0.15604208084343246)	(86.0, 0.12229370957176705)	(87.0, 0.1096936820677978)	(88.0, 0.10309707246031832)	(89.0, 0.09277271196666383)	(90.0, 0.07361932841747476)	(91.0, 0.0526033935138388)	(92.0, 0.04659291381126584)	(93.0, 0.04396062559374893)	(94.0, 0.040300844591124825)	(95.0, 0.03853804124760328)	(96.0, 0.03811433288261062)	(97.0, 0.03188846809449971)	(98.0, 0.02236120896248766)	(99.0, 0.019260193366197626)	(100.0, 0.019485288435099977)
SRR5642566_2	(0.0, 0.011368802792936476)	(1.0, 0.011398044452497421)	(2.0, 0.007506245398204591)	(3.0, 0.004256876743356729)	(4.0, 0.004955132129236226)	(5.0, 0.006042390198365849)	(6.0, 0.008214248003937734)	(7.0, 0.011273102816191571)	(8.0, 0.013361666197559557)	(9.0, 0.01617506829168063)	(10.0, 0.022720769478853018)	(11.0, 0.03216493940614195)	(12.0, 0.03790339356725314)	(13.0, 0.045251911226007795)	(14.0, 0.062186376555377156)	(15.0, 0.08392976571617804)	(16.0, 0.10569442153847779)	(17.0, 0.12390488655777923)	(18.0, 0.16119243305246098)	(19.0, 0.30209912936768935)	(20.0, 0.361055631707926)	(21.0, 0.3282925674471283)	(22.0, 0.3801486631794304)	(23.0, 0.4834399519685361)	(24.0, 0.59850765456264)	(25.0, 0.718253136575599)	(26.0, 0.860660904748289)	(27.0, 1.0963779224690537)	(28.0, 1.3162264662680798)	(29.0, 1.415430125494924)	(30.0, 1.716362246812863)	(31.0, 2.462814090425065)	(32.0, 2.74569613279584)	(33.0, 2.4921337277448377)	(34.0, 2.48624729306413)	(35.0, 2.681921845515214)	(36.0, 2.965655440456839)	(37.0, 2.978501390113051)	(38.0, 2.962718868948204)	(39.0, 3.0893343687361927)	(40.0, 3.187932814221215)	(41.0, 3.3020452892696617)	(42.0, 3.361380160962399)	(43.0, 3.350700752446384)	(44.0, 3.347567464318884)	(45.0, 3.412693070715584)	(46.0, 3.4200079161602988)	(47.0, 3.3778653680676043)	(48.0, 3.306113424392216)	(49.0, 3.1452869551397145)	(50.0, 3.0083810495189605)	(51.0, 2.8695948165773486)	(52.0, 2.6962768420269496)	(53.0, 2.4824104328853758)	(54.0, 2.3069276894165713)	(55.0, 2.160896613791012)	(56.0, 1.9663784360589287)	(57.0, 1.7578198311831144)	(58.0, 1.5964918231635978)	(59.0, 1.4160114142425597)	(60.0, 1.1883181306831387)	(61.0, 0.9928819420630215)	(62.0, 0.8693828942955123)	(63.0, 0.7685771465690867)	(64.0, 0.6303828357058598)	(65.0, 0.5245696753073467)	(66.0, 0.44481969468659194)	(67.0, 0.4186111927219246)	(68.0, 0.40062136931567394)	(69.0, 0.3292921005375751)	(70.0, 0.2587922315579322)	(71.0, 0.22941676925172508)	(72.0, 0.18816830705287918)	(73.0, 0.14370592063501683)	(74.0, 0.12726590518549616)	(75.0, 0.12404134763573031)	(76.0, 0.11553999970155784)	(77.0, 0.1028305111232969)	(78.0, 0.09633177381360118)	(79.0, 0.09663748207264741)	(80.0, 0.09957671191397012)	(81.0, 0.10057092833904219)	(82.0, 0.11040321483868547)	(83.0, 0.12376842547982816)	(84.0, 0.13053122383646815)	(85.0, 0.12542279452226093)	(86.0, 0.10806565429560155)	(87.0, 0.09895288984333665)	(88.0, 0.09401104937753722)	(89.0, 0.07167928258193433)	(90.0, 0.04175177318765245)	(91.0, 0.024734899544974966)	(92.0, 0.019296836977535283)	(93.0, 0.01730131524022484)	(94.0, 0.013984602157297231)	(95.0, 0.010449019683110438)	(96.0, 0.00869363399855805)	(97.0, 0.008090192478527672)	(98.0, 0.00806538137344566)	(99.0, 0.019637989672412953)	(100.0, 0.03066475365957597)
SRR5642568_1	(0.0, 0.0030102751993587255)	(1.0, 0.0035863278620931528)	(2.0, 0.0037393418506319847)	(3.0, 0.0034353140564110374)	(4.0, 0.0035543249363856845)	(5.0, 0.003951361233443962)	(6.0, 0.005166472318899394)	(7.0, 0.007328669987010213)	(8.0, 0.008770801826702998)	(9.0, 0.011044009643361595)	(10.0, 0.016201481139405765)	(11.0, 0.02341014015501297)	(12.0, 0.027749536862659983)	(13.0, 0.03421412785556856)	(14.0, 0.04934351098377414)	(15.0, 0.07007240601935828)	(16.0, 0.09239944715745914)	(17.0, 0.11323335179302092)	(18.0, 0.1514358442648827)	(19.0, 0.21817394546209415)	(20.0, 0.29272976135478307)	(21.0, 0.3628271696598503)	(22.0, 0.4910438912325365)	(23.0, 0.7123251207625401)	(24.0, 0.9393208727141835)	(25.0, 1.1233366954406971)	(26.0, 1.2965565311980822)	(27.0, 1.4758729243027398)	(28.0, 1.6142385736904068)	(29.0, 1.6145636034046233)	(30.0, 1.6627630097943553)	(31.0, 1.8449286633784063)	(32.0, 2.022721917237674)	(33.0, 2.178651172290171)	(34.0, 2.368489527312587)	(35.0, 2.5876665644773245)	(36.0, 2.740865569930403)	(37.0, 2.827144457546309)	(38.0, 2.8060815319736534)	(39.0, 2.7990328875865833)	(40.0, 2.8703064034114)	(41.0, 2.937814575008447)	(42.0, 2.9711136192070677)	(43.0, 2.992866607865291)	(44.0, 3.018710970556928)	(45.0, 3.019344028431079)	(46.0, 3.009339113781782)	(47.0, 2.973897873743618)	(48.0, 2.92014595974364)	(49.0, 2.8409617207205082)	(50.0, 2.7672709839133494)	(51.0, 2.674546507041674)	(52.0, 2.5625782709055263)	(53.0, 2.4398940551145185)	(54.0, 2.3273077624756455)	(55.0, 2.205331611415916)	(56.0, 2.046958132912511)	(57.0, 1.8679987724477771)	(58.0, 1.725990790078029)	(59.0, 1.5869590797990754)	(60.0, 1.4126061404533603)	(61.0, 1.2444047634834776)	(62.0, 1.1197523677614607)	(63.0, 1.0090962515793194)	(64.0, 0.8613107410279448)	(65.0, 0.7848117474899555)	(66.0, 0.6749277018905068)	(67.0, 0.5664767873078956)	(68.0, 0.4976224926482779)	(69.0, 0.41250571127212454)	(70.0, 0.3660704661620165)	(71.0, 0.3288520636556594)	(72.0, 0.29497596670287596)	(73.0, 0.2787214807177672)	(74.0, 0.27386703692451564)	(75.0, 0.2582086054307085)	(76.0, 0.23439142806435365)	(77.0, 0.22277136575825762)	(78.0, 0.21836096255919715)	(79.0, 0.21681382111952674)	(80.0, 0.22800384411142868)	(81.0, 0.25587939249406183)	(82.0, 0.2600307720131775)	(83.0, 0.24702158271309163)	(84.0, 0.2233704205238443)	(85.0, 0.17671115493378403)	(86.0, 0.13826163987911774)	(87.0, 0.12249319832819117)	(88.0, 0.11663966319800956)	(89.0, 0.1065487406858735)	(90.0, 0.08420969845063235)	(91.0, 0.059459435781619156)	(92.0, 0.052655813794497096)	(93.0, 0.050307599120711616)	(94.0, 0.04643224483582289)	(95.0, 0.04438105731625985)	(96.0, 0.04397001973920456)	(97.0, 0.036246313637992786)	(98.0, 0.024009194920599643)	(99.0, 0.01866270614459574)	(100.0, 0.01783963089905679)
SRR5642568_2	(0.0, 0.006782558123717133)	(1.0, 0.006784565985802306)	(2.0, 0.00536902321575477)	(3.0, 0.004762648866032279)	(4.0, 0.00560595094180528)	(5.0, 0.006495433845537278)	(6.0, 0.008647862000843604)	(7.0, 0.011800205474566486)	(8.0, 0.01379100073201632)	(9.0, 0.0168208646185436)	(10.0, 0.023764051709074637)	(11.0, 0.03349515530486951)	(12.0, 0.03936212831774739)	(13.0, 0.04723796734684166)	(14.0, 0.06549445335628454)	(15.0, 0.08862301671540167)	(16.0, 0.11259187035716403)	(17.0, 0.1332106061098139)	(18.0, 0.1747934298937635)	(19.0, 0.3346453540807061)	(20.0, 0.40154631482765496)	(21.0, 0.3639250029377532)	(22.0, 0.4221851292011565)	(23.0, 0.5394452789063496)	(24.0, 0.6688951593306329)	(25.0, 0.803257274346294)	(26.0, 0.9708043299746653)	(27.0, 1.2383730353759699)	(28.0, 1.4838261438401275)	(29.0, 1.59876520497486)	(30.0, 1.9416448014668637)	(31.0, 2.759289411584471)	(32.0, 3.030023511563052)	(33.0, 2.7251808544125806)	(34.0, 2.6894800626071476)	(35.0, 2.855889664364268)	(36.0, 3.1231451432802855)	(37.0, 3.1090830811667707)	(38.0, 3.0661971548895433)	(39.0, 3.1504731501905434)	(40.0, 3.1950075312396984)	(41.0, 3.263806925588179)	(42.0, 3.300119111398548)	(43.0, 3.2660868529858944)	(44.0, 3.229667246553969)	(45.0, 3.2692442161148296)	(46.0, 3.252461500875905)	(47.0, 3.1727102227838437)	(48.0, 3.0834246115803343)	(49.0, 2.930495795863071)	(50.0, 2.7907596379764423)	(51.0, 2.6576885782815483)	(52.0, 2.4965988071190957)	(53.0, 2.2994177149756445)	(54.0, 2.1425012851572256)	(55.0, 2.0108608271980177)	(56.0, 1.8321199404448028)	(57.0, 1.6413007593182243)	(58.0, 1.496324081389292)	(59.0, 1.3346931913948854)	(60.0, 1.1269035599244182)	(61.0, 0.9501665195322063)	(62.0, 0.8396357196054731)	(63.0, 0.7421319288873477)	(64.0, 0.6064626956542385)	(65.0, 0.5070905892658588)	(66.0, 0.43677827083619974)	(67.0, 0.4134097679579044)	(68.0, 0.4031295140818144)	(69.0, 0.33732083030920024)	(70.0, 0.26289038674284965)	(71.0, 0.2318347838714663)	(72.0, 0.19019272815600405)	(73.0, 0.14278308860088004)	(74.0, 0.1255114589442149)	(75.0, 0.12500346983666594)	(76.0, 0.11837350923142202)	(77.0, 0.10693271107010165)	(78.0, 0.10206163765146999)	(79.0, 0.10342597993834557)	(80.0, 0.10635545072061417)	(81.0, 0.11042940289143184)	(82.0, 0.1274289672355559)	(83.0, 0.14661007373522134)	(84.0, 0.15603196656989943)	(85.0, 0.1471782987053255)	(86.0, 0.12386701989645756)	(87.0, 0.11284586491093851)	(88.0, 0.10534549609177174)	(89.0, 0.07835882573599315)	(90.0, 0.043982218975732325)	(91.0, 0.0246565464059344)	(92.0, 0.018915064773379887)	(93.0, 0.01700257613725183)	(94.0, 0.013098288312631356)	(95.0, 0.008668944552737928)	(96.0, 0.006395040741278587)	(97.0, 0.005501542113376242)	(98.0, 0.00456788624377042)	(99.0, 0.009478112973062974)	(100.0, 0.014446567702825567)
SRR5642569_1	(0.0, 0.0017121052193851526)	(1.0, 0.0020352457990799174)	(2.0, 0.0023128844833045373)	(3.0, 0.0025411651792225575)	(4.0, 0.0028157189891780143)	(5.0, 0.003246058949726174)	(6.0, 0.004470754034583662)	(7.0, 0.006650217705746924)	(8.0, 0.008104735923657012)	(9.0, 0.010033553560450827)	(10.0, 0.014918451965669545)	(11.0, 0.02218333086954708)	(12.0, 0.026570793298863356)	(13.0, 0.03240351932328223)	(14.0, 0.046257689666090736)	(15.0, 0.065068481740876)	(16.0, 0.08449701988806102)	(17.0, 0.10177462945107255)	(18.0, 0.13357197098046436)	(19.0, 0.1890842834540424)	(20.0, 0.2507316396304172)	(21.0, 0.3089193093139264)	(22.0, 0.4131163362848587)	(23.0, 0.5925966349204312)	(24.0, 0.7807731941207725)	(25.0, 0.9356223141542176)	(26.0, 1.0781851511921559)	(27.0, 1.2296085183496959)	(28.0, 1.353831006638896)	(29.0, 1.3665507144692204)	(30.0, 1.425289805428342)	(31.0, 1.6078156461861453)	(32.0, 1.7866720290007794)	(33.0, 1.9304572474678736)	(34.0, 2.1186222383897055)	(35.0, 2.358678670611686)	(36.0, 2.5379252900213696)	(37.0, 2.641304825310974)	(38.0, 2.664560921207622)	(39.0, 2.7242925704628473)	(40.0, 2.8395797204314186)	(41.0, 2.9554676496639094)	(42.0, 3.02931028504485)	(43.0, 3.0814384904451573)	(44.0, 3.1467044041392596)	(45.0, 3.1862262708386346)	(46.0, 3.2029108133233994)	(47.0, 3.1856547978802716)	(48.0, 3.1617570481356374)	(49.0, 3.1107532794064405)	(50.0, 3.051550686088377)	(51.0, 2.968181187745695)	(52.0, 2.8625003362512955)	(53.0, 2.7289900627562145)	(54.0, 2.604127463056163)	(55.0, 2.4747995078514986)	(56.0, 2.2980632048783463)	(57.0, 2.0913334406046946)	(58.0, 1.931403532649939)	(59.0, 1.7708828712726392)	(60.0, 1.5584530305681425)	(61.0, 1.3498306959303599)	(62.0, 1.1987142737626013)	(63.0, 1.0648731475021525)	(64.0, 0.8887260555144102)	(65.0, 0.7755520444202152)	(66.0, 0.647741847355979)	(67.0, 0.5446029322593693)	(68.0, 0.4794033433620539)	(69.0, 0.4005524146051274)	(70.0, 0.3528656569338472)	(71.0, 0.31945646859881804)	(72.0, 0.28750102726313165)	(73.0, 0.2669549934119425)	(74.0, 0.25733635544069405)	(75.0, 0.2412078615429455)	(76.0, 0.2199052622772443)	(77.0, 0.20513874036933102)	(78.0, 0.1971975027819396)	(79.0, 0.19386892344551335)	(80.0, 0.1994764536482834)	(81.0, 0.21844148943652675)	(82.0, 0.21963070846728888)	(83.0, 0.20749018578100012)	(84.0, 0.18524438620750247)	(85.0, 0.14459885405558548)	(86.0, 0.11412492358766435)	(87.0, 0.10205458179099902)	(88.0, 0.09613933537988005)	(89.0, 0.08724718529901933)	(90.0, 0.07010145411101451)	(91.0, 0.05152357004355102)	(92.0, 0.04680988216027082)	(93.0, 0.04500137461997434)	(94.0, 0.041735263987498605)	(95.0, 0.04022676046987818)	(96.0, 0.0402329302184165)	(97.0, 0.033400704930789)	(98.0, 0.02275943113931317)	(99.0, 0.01846065884523531)	(100.0, 0.01797556236640952)
SRR5642569_2	(0.0, 0.005861288846187105)	(1.0, 0.005869027542841695)	(2.0, 0.004794896447184486)	(3.0, 0.004348373650214595)	(4.0, 0.0050007457781966035)	(5.0, 0.006069459786195598)	(6.0, 0.008358566256623571)	(7.0, 0.011664537467464778)	(8.0, 0.013857684099375824)	(9.0, 0.016926077322921094)	(10.0, 0.02404103502715191)	(11.0, 0.03405413462852701)	(12.0, 0.04006787579880955)	(13.0, 0.04803022078671807)	(14.0, 0.06589035879584827)	(15.0, 0.08828846852323056)	(16.0, 0.11066181442131814)	(17.0, 0.12900252549269844)	(18.0, 0.16607784729517772)	(19.0, 0.30208544099961177)	(20.0, 0.3610999678178561)	(21.0, 0.3326649008302275)	(22.0, 0.3845397061149463)	(23.0, 0.48925433215721137)	(24.0, 0.6032197961803744)	(25.0, 0.7181433108493757)	(26.0, 0.8588366853781645)	(27.0, 1.087525231826975)	(28.0, 1.303734356050592)	(29.0, 1.406505021493224)	(30.0, 1.6958045878801207)	(31.0, 2.3848596857442206)	(32.0, 2.652012650045009)	(33.0, 2.439241054875361)	(34.0, 2.446324283923308)	(35.0, 2.652432087403688)	(36.0, 2.9443798357857855)	(37.0, 2.9734541191170836)	(38.0, 2.976151828770874)	(39.0, 3.1213707931032673)	(40.0, 3.233636839341082)	(41.0, 3.3483398011554275)	(42.0, 3.4083595846691033)	(43.0, 3.401326657149411)	(44.0, 3.4001217420802914)	(45.0, 3.4448452177865025)	(46.0, 3.437037646731686)	(47.0, 3.3759839733449573)	(48.0, 3.3019060734885515)	(49.0, 3.1615578448305577)	(50.0, 3.0307320824060375)	(51.0, 2.901791466486576)	(52.0, 2.737636685310064)	(53.0, 2.5313609521122795)	(54.0, 2.3627734454920177)	(55.0, 2.2150277967019005)	(56.0, 2.0090972093749113)	(57.0, 1.7909882351225919)	(58.0, 1.6305155258143342)	(59.0, 1.45402603604007)	(60.0, 1.221496774441586)	(61.0, 1.017768620182493)	(62.0, 0.8890307581153816)	(63.0, 0.7801472961852884)	(64.0, 0.6247983779320354)	(65.0, 0.5055806604894018)	(66.0, 0.4128432152594469)	(67.0, 0.3696489060121826)	(68.0, 0.34726782141744045)	(69.0, 0.2898869334629802)	(70.0, 0.23179640702529405)	(71.0, 0.20503367238472256)	(72.0, 0.17240887502829846)	(73.0, 0.13415881907365232)	(74.0, 0.11593341458242543)	(75.0, 0.11136990516521321)	(76.0, 0.10316611284168144)	(77.0, 0.09079503236965253)	(78.0, 0.08567820614163707)	(79.0, 0.08606204549570477)	(80.0, 0.08763764413457946)	(81.0, 0.08993061995333473)	(82.0, 0.10064252386261938)	(83.0, 0.11480356487085516)	(84.0, 0.12431132758068547)	(85.0, 0.11657340479576009)	(86.0, 0.09637540652727798)	(87.0, 0.08737762392698521)	(88.0, 0.0809490886160166)	(89.0, 0.059516768231127254)	(90.0, 0.03330580266202807)	(91.0, 0.01915095261111596)	(92.0, 0.015129151959725098)	(93.0, 0.013764819739520734)	(94.0, 0.010870547190703758)	(95.0, 0.007625711683433817)	(96.0, 0.005969630599351376)	(97.0, 0.005314162992707532)	(98.0, 0.0049171678543270215)	(99.0, 0.01218689949164966)	(100.0, 0.019205897357363555)
